sim_text,sim_value,name
一种高导热氮化硼/天然橡胶复合材料及其制备方法,0.76529473,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种用于汽车的石墨烯改性轻质塑料及制备方法,0.76968414,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种高阻燃密封条用三元乙丙海绵橡胶及其制备方法,0.78013396,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种通过酯交换制备的不饱和酯改性的天然乳胶及其制备和应用,0.7830641,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种橡胶制品用石墨烯微片耐磨母料及制备方法,0.79888254,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种导电热塑性动态硫化硅橡胶及其制备方法,0.7991326,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
车轮轴承的密封装置及其制造方法,0.8096841,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种彩色橡胶制品及其制作工艺,0.8120729,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
一种改性PET聚酯的制备方法,0.8130205,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
橡胶组合物和轮胎,0.49409232,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
热塑性弹性体组合物、其制造方法及成型体,0.8217442,改性天然橡胶、其生产方法和使用其的橡胶组合物以及轮胎
裸眼立体显示方法、装置及系统,0.8085763,移动终端和在其上显示3D图像的方法
交通支付图形码的生成方法、装置、移动终端及存储介质,0.873939,移动终端和在其上显示3D图像的方法
移动终端和解锁方法、装置,0.8490437,移动终端和在其上显示3D图像的方法
移动终端人机交互方法及系统,0.85431355,移动终端和在其上显示3D图像的方法
支持DSC压缩的VR显示装置及其控制方法,0.8594107,移动终端和在其上显示3D图像的方法
一种应用程序在移动终端运行情况的测试方法、装置和系统,0.86707485,移动终端和在其上显示3D图像的方法
一种显示基板及其制作方法、显示装置,0.86811227,移动终端和在其上显示3D图像的方法
一种数据传输的方法、装置、终端和系统,0.8471177,移动终端和在其上显示3D图像的方法
一种基于移动终端的出行方式的判断方法,0.8743782,移动终端和在其上显示3D图像的方法
一种影像识别的方法、装置、终端设备和医疗系统,0.8762727,移动终端和在其上显示3D图像的方法
一种用户画像方法及装置,0.8178073,移动终端和在其上显示3D图像的方法
一种终端设备的控制方法及终端设备,0.8789107,移动终端和在其上显示3D图像的方法
显示面板、显示装置和制作显示面板的方法,0.8817671,移动终端和在其上显示3D图像的方法
一种显示装置及其制造方法,0.8910555,移动终端和在其上显示3D图像的方法
图像获取方法和设备,0.8943121,移动终端和在其上显示3D图像的方法
图像显示装置,0.84885013,移动终端和在其上显示3D图像的方法
一种显示基板、其制作方法、显示面板及显示装置,0.8779459,移动终端和在其上显示3D图像的方法
显示装置的制造方法及显示装置,0.8442968,移动终端和在其上显示3D图像的方法
用于在移动装置上呈现提示消息的人工智能系统和方法,0.7908103,移动终端和在其上显示3D图像的方法
一种移动终端的自动定位方法及移动终端,0.8281841,移动终端和在其上显示3D图像的方法
车载终端、车载终端的显示方法及显示装置,0.7404947,移动终端和在其上显示3D图像的方法
一种数据传输方法及移动终端,0.72137725,移动终端和在其上显示3D图像的方法
一种移动终端屏幕旋转方法及其移动终端,0.6391247,移动终端和在其上显示3D图像的方法
一种用于识别用户操作模式的方法及移动终端,0.8411946,移动终端和在其上显示3D图像的方法
一种基于增强现实与移动交互的虚拟装配方法,0.80398756,移动终端和在其上显示3D图像的方法
网络切换方法、网络切换装置及移动终端,0.79524744,移动终端和在其上显示3D图像的方法
对供数据传输的图像数据进行优化的方法和系统,0.84918404,用于建议的改进词语和纵向搜索的预览搜索结果技术
一种领域化词向量的优化方法及基于其的融合排序方法,0.8441529,用于建议的改进词语和纵向搜索的预览搜索结果技术
一种真空连续式铸锭炉及其铸锭工艺,0.581148,连续真空炼锅
多功能磁材实验真空烧结装置,0.82328874,连续真空炼锅
冶炼炉余热锅炉的过渡烟道,0.8544166,连续真空炼锅
真空和低压复合的铝合金铸造装置及其方法,0.8643844,连续真空炼锅
一种电源模块维修装置,0.6105475,光伏打模块修整方法及装置
背光源、背光模组、显示装置及背光源制作方法,0.80750525,光伏打模块修整方法及装置
一种太阳能电池板的封装工艺,0.79561883,光伏打模块修整方法及装置
水上光伏系统及其布阵方法,0.803399,光伏打模块修整方法及装置
模块化太阳能和雨水收集装置,0.8101366,光伏打模块修整方法及装置
"太阳光遮蔽模块,玻璃结构,建筑,和操作太阳光遮蔽模块的方法",0.7807844,光伏打模块修整方法及装置
一种太阳能电池板的保护装置,0.824217,光伏打模块修整方法及装置
一种太阳能电站用太阳能板清洗装置,0.8260484,光伏打模块修整方法及装置
一种结构改进的光伏连接器,0.7915208,光伏打模块修整方法及装置
一种光纤发光结构及药水打点加工方法及药水打点装置,0.76888454,光伏打模块修整方法及装置
一种光伏系统及其安装方法,0.6271837,光伏打模块修整方法及装置
基站改造处理方法及装置,0.7555965,光伏打模块修整方法及装置
背光模块,0.8845133,光伏打模块修整方法及装置
光伏组件封装,0.69123816,光伏打模块修整方法及装置
一种变形缝处的施工装模方法及结构,0.8711611,光伏打模块修整方法及装置
光伏智能配电设施保护装置,0.8689354,光伏打模块修整方法及装置
波长转换模组、投影装置以及投影装置的混光方法,0.8680845,光伏打模块修整方法及装置
一种电力领域使用的太阳能电池板安装装置,0.8534443,光伏打模块修整方法及装置
基板处理装置及基板处理装置的调整方法,0.84671193,光伏打模块修整方法及装置
光伏组件支架及光伏组件安装方法,0.68931764,光伏打模块修整方法及装置
一种太阳能电池片位置校正装置及方法,0.6820694,光伏打模块修整方法及装置
一种光伏瓦安装装置及光伏瓦系统,0.67357296,光伏打模块修整方法及装置
一种方便检修的太阳能路灯,0.8755107,光伏打模块修整方法及装置
一种多功能太阳能发电打点计数装置,0.84431016,光伏打模块修整方法及装置
一种太阳能电池晶体硅的高效打磨装置,0.84219027,光伏打模块修整方法及装置
一种内嵌式肋壁冲孔射流强化换热散热器,0.7646759,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
二合一U形管换热器,0.8040797,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种用于钢铁厂烧结主排风机的变频智能化节电控制方法,0.7533049,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种小孔型脉管热声制冷机,0.75838244,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
用于在夹管阀中使用的套筒,0.7589511,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种用于闭式冷却塔的换热管束的组装方法,0.7621788,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
用于换热器折弯的方法、换热管间隔机构和系统,0.59511024,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种具有多级能效点压缩机的换热设备及其控制方法,0.7706109,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
小线径扭簧成型夹头装置,0.7810208,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种飞机排气管结构及加强卡箍,0.782975,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种大直径薄壁管的旋转径向锻造方法,0.78645474,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
用于涡旋压缩机的动涡旋装置及其制造方法及涡旋压缩机,0.7925314,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种变形镁合金十字轴的等温锻造成形装置及其方法,0.79960483,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
模制风力涡轮机叶片的壳体部件的方法,0.8010663,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种螺旋式二次换热装置,0.80399144,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
旋转管混合器和混合的方法,0.8054789,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种双筒铸件壳体换热器,0.6919454,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
用于变频泵组的节能控制方法及换热站,0.8102232,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种排气管道改进的洗板机,0.8127862,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种改进的电熔管件,0.8199342,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种基于轧钢双蓄热加热炉的温度控制方法,0.82303107,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种反应釜用安装便利的波形热流管换热器,0.74917966,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
复合材料、管材、换热器、空调与制冷设备,0.73194194,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
基于改进膨胀偏转喷管的大推力闭式膨胀循环火箭发动机,0.7295876,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种便于安装的制冷压缩机气缸座,0.80580056,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种换热器多功能压板及其制造方法,0.6770978,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种壳管换热器用均液器及壳管换热器,0.67174304,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
胀接铜管片式单节散热器及其制作方法,0.6489433,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
一种防胀裂的壳管结构及热水机,0.64444536,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
用于增压器和膨胀机的增材制造转子,0.60257846,用于以减小的管直径制造管翅式换热器的发夹管膨胀机
分子载体的制备方法,0.8228934,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
氮掺杂的过渡金属硫化物/碳基复合材料的制备方法及其应用,0.81539726,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
在双金属催化剂和链转移剂的存在下合成聚碳酸酯的方法,0.82634896,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种阻隔性共混物、成型制件及其制备方法和应用,0.82240665,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种用于铝铸造的熔融装置,0.820918,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
具有混合扩散间断隔离沟槽的金属氧化物半导体单元器件架构,0.8129321,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种放热焊接剂及其焊接方法,0.71559423,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
活性氧响应的聚合物、载体及其应用,0.7371108,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
吸氧剂组合物、吸氧性多层体、吸氧性包装容器和物品的保存方法,0.7514916,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种锶掺杂贵金属氧化物的析氧电催化剂及其制备方法,0.76821154,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种用于船体结构焊接施工的辅助工具及其使用方法,0.76961786,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
电火花熔蚀制备金属粉末反应器的夹持装置,0.77392715,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
过滤材料、过滤元件、过滤模块及其加工方法,0.77804005,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种铝合金脱模剂组合物及其制备方法,0.77992237,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种碳化硅连接用钎料及其制备方法和应用,0.7887796,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
一种烯烃类材料二次模压发泡制品的助剂及其制备方法,0.8084691,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
包括用于形成材料的加压壳体的方法和系统,0.80459726,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
电触点用的覆层材料和该覆层材料的制造方法,0.79887164,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
基于锌离子掺杂的三元金属氧化物、其制备方法与应用,0.7945596,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
用于模块化增材制造构件的方法和构件,0.79195637,"包含反应性添加料的焊接材料,包含这种焊接材料的载体元件或构件以及助熔剂的用途"
电磁炉用烹饪器皿及其制作方法,0.5164484,用于烹饪制备的家电设备
电子设备,0.7974387,用于烹饪制备的家电设备
一种电子设备,0.791721,用于烹饪制备的家电设备
燃气燃烧器和家用烹饪器具,0.50799376,用于烹饪制备的家电设备
智能烹饪系统和烹饪处理方法,0.54944545,用于烹饪制备的家电设备
用于燃气烹饪灶具的燃气燃烧器系统,0.683847,用于烹饪制备的家电设备
烹饪控制方法、烹饪器具、云服务器和烹饪控制系统,0.723612,用于烹饪制备的家电设备
用于运行家用器具的方法以及家用器具,0.7255323,用于烹饪制备的家电设备
设备配网方法、装置和家电设备,0.8163685,用于烹饪制备的家电设备
一种能够独立加热和制冷的饭盒,0.8295046,用于烹饪制备的家电设备
一种用于家具制造的置物柜,0.83372957,用于烹饪制备的家电设备
一种供料设备,0.8339769,用于烹饪制备的家电设备
HV设备和制造此类设备的方法,0.84381676,用于烹饪制备的家电设备
基于自动烹饪机器人的食谱反馈微调系统及微调方法,0.86021,用于烹饪制备的家电设备
一种切割设备,0.8655515,用于烹饪制备的家电设备
一种食堂节能炉灶,0.87080467,用于烹饪制备的家电设备
一种以餐厨垃圾为原料的有机饲料及其制备方法,0.8879685,用于烹饪制备的家电设备
一种清洗设备,0.8923959,用于烹饪制备的家电设备
电容装置及其制造过程和电容式电压互感器,0.87930083,开关电容放大器
接口电路,0.8927744,开关电容放大器
设置主电路开关的电控箱,0.88908774,开关电容放大器
开关电源的自供电电路、控制芯片及开关电源和电气装置,0.88781315,开关电容放大器
用于检查开关元件的开关装置,0.8813904,开关电容放大器
用于功率半导体开关的控制装置,0.88762826,开关电容放大器
开关元件的驱动控制装置,0.84266764,开关电容放大器
具有低电压应力的谐振开关电容变换器及其控制器,0.8310206,开关电容放大器
开关电源及其控制器,0.7876832,开关电容放大器
一种大电流开关柜,0.7257351,开关电容放大器
一种信号放大电路及毫米波信号放大电路,0.6836536,开关电容放大器
激光器与硅光芯片耦合结构及其封装结构和封装方法,0.60480255,光放大电路和光电耦合器
用于MMIC HEMT放大器的补偿器器件,0.8842319,光放大电路和光电耦合器
发光材料装置、激光激活远程荧光系统和前照灯,0.8783657,光放大电路和光电耦合器
用于具有传输线路的耦合天线的相等能量码本的方法和装置,0.87793845,光放大电路和光电耦合器
一种可变光斑与粉末颗粒尺度耦合作用的仿真方法,0.874347,光放大电路和光电耦合器
一种光束调制元件、光学投影模组、感测装置及设备,0.8719762,光放大电路和光电耦合器
接收差分信号的接收器、包括接收器的IC以及显示装置,0.87175304,光放大电路和光电耦合器
一种光纤耦合CCD组件测试仪及测试方法,0.8601579,光放大电路和光电耦合器
发光装置以及照明装置,0.8590915,光放大电路和光电耦合器
一种组合式耦合器,0.7377807,光放大电路和光电耦合器
用于电子内窥镜的光耦合热量处理装置,0.7491629,光放大电路和光电耦合器
光学传感器装置以及电压调节器装置,0.77027977,光放大电路和光电耦合器
光化学传感器,0.7730674,光放大电路和光电耦合器
一种分层式耦合合成电路,0.77623165,光放大电路和光电耦合器
光电转换元件,0.7783325,光放大电路和光电耦合器
光电转换装置,0.7802359,光放大电路和光电耦合器
一种发光控制电路、发光控制方法以及移位寄存器,0.7891168,光放大电路和光电耦合器
发光二极管光源,0.79841477,光放大电路和光电耦合器
一种基于高压晶闸管投切电容器用光电触发板,0.8367313,光放大电路和光电耦合器
一种可切换匹配网络及电感耦合等离子处理器,0.8405037,光放大电路和光电耦合器
一种光源输出波长调节装置,0.84739333,光放大电路和光电耦合器
发光控制信号生成电路、显示面板和显示装置,0.85056275,光放大电路和光电耦合器
电子开关和调光器,0.858505,光放大电路和光电耦合器
一种数据均衡分流方法、装置、分流设备及存储介质,0.6111948,用于数据交换的器件、系统和方法
传输数据的方法和网络设备,0.5732228,用于数据交换的器件、系统和方法
数据传输方法及装置,0.5778216,用于数据交换的器件、系统和方法
数据传输方法及相关产品,0.58002234,用于数据交换的器件、系统和方法
现场仪器、系统及波形数据输出方法,0.60109663,用于数据交换的器件、系统和方法
用于在无线通信系统中加速数据处理的方法和装置,0.60933113,用于数据交换的器件、系统和方法
数据的存储方法及装置,0.62020314,用于数据交换的器件、系统和方法
数据处理方法、装置和用户端,0.5631679,用于数据交换的器件、系统和方法
数据处理方法和装置、电子设备、计算机可读存储介质,0.6524003,用于数据交换的器件、系统和方法
带形数据处理方法和装置以及存储介质,0.6254049,用于数据交换的器件、系统和方法
一种数据下发方法、装置、服务器及存储介质,0.6376729,用于数据交换的器件、系统和方法
单传感器数据关联前处理方法,0.6315628,用于数据交换的器件、系统和方法
一种系统的多状态处理方法及相关装置,0.634461,用于数据交换的器件、系统和方法
一种数据的处理设备、方法及系统,0.44893053,用于数据交换的器件、系统和方法
用于提供输出面的数据处理系统和方法,0.4953872,用于数据交换的器件、系统和方法
用于进行数据传输的方法和装置,0.49606517,用于数据交换的器件、系统和方法
一种数据的处理方法和系统,0.50019735,用于数据交换的器件、系统和方法
用于车辆的无线电力传输装置,0.7632468,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种车载雷达标定方法、装置、车载设备及存储介质,0.73128885,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种动态识别重型商用车实际运行高油耗恶劣工况的方法和装置,0.75418895,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
车辆用传感器系统和包括该车辆用传感器系统的车辆,0.7490998,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种电动汽车负荷预测方法,0.73645544,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
多传感器目标匹配方法、装置及汽车,0.7261598,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
车辆、超声波系统和装置及其信息交互方法,0.7260172,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
用于自动检测气动致动器的故障配置的方法和装置,0.6687599,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
用于校准车辆感测装置的系统和方法,0.64801264,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种强扰动状态下反馈控制下复合故障的诊断方法及装置,0.7667062,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
基于电流变液的往复式车载路面裂纹检测系统频率检验仪,0.76397586,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
报警触发电源断开的装置、系统和方法,0.7834439,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
用于控制车辆的后轮转向的方法和装置,0.7754188,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种避免启动冲击电流的装置,0.7800426,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
检测装置,0.78174406,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
用于车辆的转向设备,0.7867739,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
用于具有主动伤害减轻技术的电动工具的检测系统,0.793158,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种前碰撞吸能装置和具有其的车身总成,0.7947455,车辆用电源装置和车辆以及车辆侧负载的非接触状态检测方法
一种像素驱动电路、显示装置及像素驱动电路的驱动方法,0.55088645,用于驱动放电灯的电路装置和方法
压电驱动装置及其驱动方法、机器人、电子部件输送装置,0.6410587,用于驱动放电灯的电路装置和方法
驱动电路,0.55075836,用于驱动放电灯的电路装置和方法
驱动电路、驱动方法与投影机,0.51602846,用于驱动放电灯的电路装置和方法
一种无极灯电源驱动电路及控制方法,0.4841925,用于驱动放电灯的电路装置和方法
驱动电路、像素电路、其驱动方法及显示装置,0.46862087,用于驱动放电灯的电路装置和方法
信号调整电路及方法、显示装置,0.5553861,用于驱动放电灯的电路装置和方法
电动机驱动装置,0.6371712,用于驱动放电灯的电路装置和方法
一种栅极驱动电路及其驱动方法,0.57352567,用于驱动放电灯的电路装置和方法
移位寄存器、栅极电路、显示装置及其驱动方法,0.58270866,用于驱动放电灯的电路装置和方法
操作驱动单元的方法及实施该方法的电机和驱动单元,0.58329165,用于驱动放电灯的电路装置和方法
一种移位寄存器及其驱动方法、栅极驱动电路、显示装置,0.5985061,用于驱动放电灯的电路装置和方法
一种照明控制装置、方法及系统,0.6055572,用于驱动放电灯的电路装置和方法
驱动装置及其驱动方法、显示装置,0.6297705,用于驱动放电灯的电路装置和方法
一种像素电路、其驱动方法及显示面板、显示装置,0.6298206,用于驱动放电灯的电路装置和方法
使用有机发光器件的照明装置和用于制造照明装置的方法,0.65735143,用于驱动放电灯的电路装置和方法
LED负载驱动电路及其驱动方法,0.43905365,用于驱动放电灯的电路装置和方法
LED调光电路及LED驱动系统,0.66559577,用于驱动放电灯的电路装置和方法
分布式系统的访问频率控制方法、装置、系统及服务器,0.7420288,采用空间分集改善无线链路鲁棒性的方法和系统
无线网络中传输速率的调节方法及装置,0.7543383,采用空间分集改善无线链路鲁棒性的方法和系统
用于阻抗网络调谐的具有相位检测的射频加热系统,0.75765485,采用空间分集改善无线链路鲁棒性的方法和系统
一种提升光纤环粘接均匀性的装置及方法,0.7914981,采用空间分集改善无线链路鲁棒性的方法和系统
网络分流方法及相关设备,0.79182917,采用空间分集改善无线链路鲁棒性的方法和系统
应用盲自适应波束成形算法的射频能量收集系统及方法,0.79419935,采用空间分集改善无线链路鲁棒性的方法和系统
一种空间用低共模干扰的无桥PFC变换器及方法,0.8103824,采用空间分集改善无线链路鲁棒性的方法和系统
一种无线传感器网络动态分簇路由方法及装置,0.8105055,采用空间分集改善无线链路鲁棒性的方法和系统
无线通信系统中的上行链路多天线传输方法及其装置,0.8153286,采用空间分集改善无线链路鲁棒性的方法和系统
一种FTTx网络拓扑链路的构建方法及装置,0.8172492,采用空间分集改善无线链路鲁棒性的方法和系统
一种无线网络环境下基于UDP的数据传输速率自适应方法,0.8180787,采用空间分集改善无线链路鲁棒性的方法和系统
一种适用于无线通信网络的路由方法,0.8197001,采用空间分集改善无线链路鲁棒性的方法和系统
MTC设备中对天线分集的选择性使用,0.8221314,采用空间分集改善无线链路鲁棒性的方法和系统
无线传感器网络链路质量预测方法,0.82223433,采用空间分集改善无线链路鲁棒性的方法和系统
用于分布式天线系统的具有参考信号的回程链路,0.8246717,采用空间分集改善无线链路鲁棒性的方法和系统
一种视频辅助的LC型光纤连接器的点胶方法,0.8270178,采用空间分集改善无线链路鲁棒性的方法和系统
基于频分系统实现水下多目标时延估计处理的方法,0.8313564,采用空间分集改善无线链路鲁棒性的方法和系统
多个接入点的无线网络中的信号强度估计的设备和方法,0.82873833,采用空间分集改善无线链路鲁棒性的方法和系统
无线网络优化方法及装置,0.82856536,采用空间分集改善无线链路鲁棒性的方法和系统
利用DFE和CTLE的高速链路均衡方法,0.6766646,采用空间分集改善无线链路鲁棒性的方法和系统
用于新无线电中的小循环延迟分集的技术,0.6985753,采用空间分集改善无线链路鲁棒性的方法和系统
一种具有部分连通性的异构网络的功率控制方法,0.7095518,采用空间分集改善无线链路鲁棒性的方法和系统
基于时间片轮询的单天线无源数据发射系统及其实现方法,0.7216137,采用空间分集改善无线链路鲁棒性的方法和系统
一种基于复杂网络的集群系统脆性测评方法,0.7274236,采用空间分集改善无线链路鲁棒性的方法和系统
一种异构网上行链路频谱分配方法,0.7283236,采用空间分集改善无线链路鲁棒性的方法和系统
一种芯片数据自毁封装结构,0.7442546,倒装芯片过模封装件
树脂封装型电力半导体装置的制造方法,0.80071807,倒装芯片过模封装件
具有复制裸片接合垫的半导体装置及相关联装置封装及其制造方法,0.825794,倒装芯片过模封装件
一种半导体芯片生产工艺,0.8361428,倒装芯片过模封装件
用于制造衬底板的方法、衬底板、用于制造半导体模块的方法和半导体模块,0.83752733,倒装芯片过模封装件
一种高压IGBT模块封装用释放液注入工装,0.7858561,倒装芯片过模封装件
封装薄膜、电子装置及电子装置的制备方法,0.7939541,倒装芯片过模封装件
一种倒片机硅片防撞装置,0.77344424,倒装芯片过模封装件
集成电路封装,0.7416635,倒装芯片过模封装件
封装结构,0.73981243,倒装芯片过模封装件
封装结构、解决传感器芯片封装后封装体内部应力的方法,0.7203082,倒装芯片过模封装件
半导体封装装置和其制造方法,0.69125605,倒装芯片过模封装件
电子封装外壳的切针模具,0.6790438,倒装芯片过模封装件
半导体封装基板及其制造方法,0.67553264,倒装芯片过模封装件
一种翻转夹持式芯片封装机构,0.6613995,倒装芯片过模封装件
高压碳化硅肖特基二极管倒装芯片阵列,0.76362604,倒装芯片过模封装件
封装件及其形成方法,0.76453024,倒装芯片过模封装件
芯片的封装结构以及封装方法,0.6157857,倒装芯片过模封装件
半导体封装,0.6023132,倒装芯片过模封装件
电子封装件及其制法,0.7131613,倒装芯片过模封装件
刀具容器,0.7290476,带锯刀
剃刀刀片架,0.70617825,带锯刀
剃刀刀片架及装配方法,0.8029815,带锯刀
孔锯组件,0.70071673,带锯刀
切削工具,0.673249,带锯刀
带支架的铣刀,0.6692498,带锯刀
一种用于木工带锯机的切割木板的挡板装置,0.66143364,带锯刀
一种变相磨钻刀刀具,0.6537431,带锯刀
一种切割锯,0.5571733,带锯刀
切削刀具,0.5521522,带锯刀
一种不损坏锯片的防割手的台锯,0.78244066,带锯刀
一种刮胡刀,0.86928064,带锯刀
一种便于夹紧的车床的刀架,0.8739538,带锯刀
用于刀架的夹具,0.71641,带锯刀
木工带锯机的锯位自调节装置,0.7619029,带锯刀
用于剃刀的柄部,0.8963771,带锯刀
一种作为受力连接件的孔板,0.6927053,构造成支撑可移除附接件的动力工具
用于自行车托架的支承组件的夹持爪,0.7617518,构造成支撑可移除附接件的动力工具
转移支撑件及转移模块,0.5883583,构造成支撑可移除附接件的动力工具
一种可旋转的锚固组件,0.6720398,构造成支撑可移除附接件的动力工具
一种房屋建造用移动工作架,0.7494692,构造成支撑可移除附接件的动力工具
一种卸载减震结构及液压系统,0.77675986,构造成支撑可移除附接件的动力工具
包括相对于车身的固定件的上悬置、包括这种悬置的组件和用于将这种悬置接合至车身的方法,0.77813435,构造成支撑可移除附接件的动力工具
挠性衬底结构及其制造方法,0.78055954,构造成支撑可移除附接件的动力工具
同轴移动结构和装配方法,0.74119115,构造成支撑可移除附接件的动力工具
基坑装配式型钢支撑体系中可调支撑结构及其使用方法,0.7278364,构造成支撑可移除附接件的动力工具
一种齿轮箱安装用辅助工件,0.7261785,构造成支撑可移除附接件的动力工具
包括可移除的插入件的上悬置、包括这种悬置的组件和这种悬置的制造方法,0.72560537,构造成支撑可移除附接件的动力工具
一种机械设备与钢构件的定位连接装置,0.74808544,构造成支撑可移除附接件的动力工具
一种基于二次相位函数参数估计及补偿的改进算法,0.8124644,具有相位优化的波峰因数降低
一种用于降低低优先级包延迟的公平调度方法,0.8278341,具有相位优化的波峰因数降低
基于目标函数修正的稳健低副瓣波束形成方法,0.82165086,具有相位优化的波峰因数降低
相敏波束跟踪,0.8170119,具有相位优化的波峰因数降低
基于相位法的多波束声呐海底地形测量质量实时评估方法,0.8553728,具有相位优化的波峰因数降低
一种基于改进的卡尔曼滤波的铷原子钟参数估计算法,0.8980756,具有相位优化的波峰因数降低
一种振动环境下相噪恶化低的时钟分配模块,0.8987113,具有相位优化的波峰因数降低
用于提供位移信号的抗污染和缺陷光学编码器配置,0.89515465,具有相位优化的波峰因数降低
一种需求响应参与电网削峰填谷效果的评估方法,0.8483699,具有相位优化的波峰因数降低
一种立体影像全局优化匹配的平滑项参数计算方法及设备,0.8956491,具有相位优化的波峰因数降低
一种检测海浪行波参数的方法及姿态自调整的无人船,0.8829763,具有相位优化的波峰因数降低
一种全局优化的SEVI调节因子方法,0.79997087,具有相位优化的波峰因数降低
